,principalC1,principalC2,principalC3,class
117,1.1203117706759211,-0.45584711996477756,1.4498078840800974,+
118,1.3404947656647372,-0.5444250294948653,-0.5751370707934992,+
119,1.1469442910913181,-0.14395466257038275,0.23697440478287873,+
120,1.3204711821202246,-0.20695179717145804,-0.29605677406897596,+
121,1.065366243174449,1.6624906231225411,-0.6473904197468636,+
122,0.809429095386527,-0.33428613431869614,1.0557597834499242,+
123,0.3297681184269296,0.4982584784848049,-0.33333963418716234,+
124,-0.5481567393736211,0.13191980742399334,-0.0614275644296397,+
126,-0.22067518405218275,-0.3898796304750483,0.530689105998472,+
127,2.0728365834735114,5.909914505879062,5.003490473314704,+
128,0.7917493958929984,-0.7521224464984886,0.30141355320051344,+
130,0.6910925543940084,1.0097983039174767,-1.738400436356485,+
131,-0.13123708020178232,0.16027433901928678,-0.2351338488855066,+
132,0.5676358139510138,0.20551458718025997,-0.1814536537140329,+
133,0.512904930531619,-0.7222750064435344,1.3749906620740442,+
136,2.1899951881029627,-1.2847622638923963,0.802738776755334,+
137,0.5192770916609776,-0.14703596654989795,-0.3048455767921575,+
138,0.3253880071200613,-0.7489120952547867,0.9915042754840586,+
139,0.5891252880680196,1.2391437849211084,-0.1703754459619069,+
140,0.5364269147806515,0.22478654945652987,0.237401290341799,+
141,0.09501395875727829,-0.4908524831583783,0.4827500704114415,+
142,1.9581702360973452,-0.5129038296442773,0.35995745230388787,+
143,1.0277571522794036,-0.3684641632137357,0.7886816828992553,+
144,2.4987459214403276,-0.8436944823107237,0.6129276715071476,+
145,0.6345885613567722,1.4080974647650084,-0.7041965082723944,+
146,2.2089459430646934,-0.7678856266491126,0.20107883845932178,+
147,1.4339433106569706,-0.05534740638609381,0.010221784298878576,+
148,0.4921439942404845,-0.1308324392831225,1.117907976181973,+
149,0.6768283898703488,-0.29398142262499677,-0.4200550228378954,+
150,0.7399167143992401,-1.082766286503389,1.6165115802140617,+
151,-0.009777884271558597,-0.5830029063284106,0.21100955774930788,+
153,0.2556054956023067,0.36298919273309765,-0.38348871640114096,+
154,-0.40761420524144093,0.895823174000259,-0.3620948371174718,+
155,0.18565281527568334,0.5986996253428722,1.172015128199578,+
157,-0.3479601761559606,1.1512449439025432,-0.28212476481258003,+
158,-0.7394804751591519,1.021148022549288,-0.8291998539659649,+
159,2.3230524731918916,0.3907831270136549,-0.29141233542227674,+
165,-0.9128921923718721,0.6816601772378469,-0.2261669836674813,+
166,1.2210274671386474,-0.2054616097233487,-1.9940932934565203,+
169,0.013255756520678945,-0.7467057549803955,0.6306976104526613,+
170,-0.81559471328972,0.501172863281069,-0.251454815239835,+
171,0.3007734275779812,-0.8731229992730211,0.406968400381439,+
172,-0.14059372164198225,-0.572627414741184,0.5266844288681671,+
173,0.28861099197961493,-0.9212785210667974,1.5129885188083863,+
175,3.1041794837957317,1.4684171721530022,0.5872551073137386,+
178,2.413094970237745,-0.9240716652821508,0.4530314691325359,+
179,0.49369687385006633,-0.14982987789656482,1.3524098329600318,+
181,0.7370282363711614,-0.7532910167518461,-0.09314248092964075,+
182,1.1793494480431395,-0.4110569768827753,0.2998102884664891,+
183,0.11216928549899177,0.8147098243556806,0.09264742437972807,+
184,0.3910892872308912,-0.9506313492401609,0.4411790125595278,+
185,0.15943988078673893,-0.9313914463977288,0.5545332999225033,+
186,0.01483988212794709,1.1369179552809685,-1.636794955227266,+
189,1.0553003001286612,0.5495086851344756,-0.8770977045289484,+
190,0.39022998704436085,-0.023934718055529103,0.32561337456115946,+
192,2.8807947069365967,-0.17208967815167692,-1.108521740712017,+
193,-0.2788034562522558,1.0486208651210318,-0.2688359128127972,+
196,0.07555622375059835,-0.5777058481586225,-0.6856586975570396,+
197,0.25705732978321266,-0.8287431589621631,1.1924449407866071,+
199,2.5332171931090572,-0.009094913957067468,0.49497601530735097,+
200,0.9243489427802409,0.8267043683360572,-0.044020569530732336,+
201,0.7281014021943663,0.10517103734503908,-0.008639609571715716,+
203,1.9184881779341207,1.5337899950724494,-1.033316732433415,+
204,-0.026932480476095443,-0.26392119257559027,-0.3397076252422517,+
206,1.0459199736631684,-0.7299812389277202,1.2512272091705663,+
208,0.19193530185989668,0.20838678188735527,-1.2457534815857165,+
210,1.902957531061531,-0.02113041211795092,0.47719427148271015,+
211,1.9443240571384794,-0.6527476306085934,-0.8661009011543499,+
212,0.10651860437686951,-0.6372544305065821,1.2109392917907857,+
213,1.1731083993991849,-0.2515308201007898,-0.23851097855237968,+
214,3.5921494558922555,0.1722254051316441,-2.6482052620541316,+
215,-0.1718361563824937,-1.0820010569333551,0.9444309713288722,+
216,-0.3458357988121052,-0.960547863406049,1.0937790674053836,+
218,-0.48498562162316156,-0.07785776926691929,0.08344909697382759,+
221,-0.21571989144985532,-0.2020227619774982,0.3853796936978811,+
222,-0.11934917212757686,-0.8163968558172036,0.8202464749187034,+
223,0.38524265406804953,-0.17250573585946524,1.7832993646675228,+
224,1.4213471861057827,2.2853222684049452,-2.2245345212802614,+
226,0.40769089547514337,1.2657233789478166,-0.5067322676140019,+
227,3.4528935555299594,-0.32773327515349276,0.5805895561770933,+
228,-0.01179491952972628,0.2581644212361672,0.9636317059160369,+
230,0.18077498024457897,0.2637394921145572,2.0201138251393043,+
231,0.4261593836352356,-0.7941005966628417,-0.7124230418782255,+
232,0.6959714641005634,1.2947731579046413,-0.2343190511997387,+
234,1.7725619026332358,-0.9576633165487984,0.6527947911371789,+
236,-0.2794129019449442,-0.31234790769928916,0.6889340899110861,+
237,0.24879193471807487,2.005680613404557,1.6673555441287808,+
239,0.22402272120050165,-0.5255193378283048,1.211397140207025,+
240,0.441840347309634,-0.6326982791708903,1.3110073271840386,+
241,3.852716647198809,-0.49251942544118654,-0.4621403617917672,+
243,0.9441135995641677,-0.8869214547949968,2.2172974120851863,+
244,0.2688462359397223,-0.6800414362547061,0.9647821561693519,+
246,-0.29006136352173545,-0.5138953004880593,0.48547719667766276,+
249,-1.0893082037893953,-0.6704444946971243,0.25532257947162046,+
250,-0.15596350021405625,0.713157015831986,-1.2549624123695347,+
252,-0.23519375094997705,-1.01819528175623,-0.6080989254490682,+
253,-0.6066411549502266,-0.550210005899462,0.5868908904037641,+
254,-0.348815660072509,-0.34409919465447797,-1.1080449401196664,-
256,-1.1928480885218422,-0.6698896650261437,0.3361256124425576,-
257,-0.5009090122887028,-0.09681737346465565,-0.11163583543103328,-
258,0.08755069065030713,0.5454344056153614,-1.6600433717651049,-
259,-1.1324429122625523,-0.17392748299313246,0.225368126382347,-
262,-0.33966485185086887,-0.6410377212476425,-0.10286486811189302,-
265,-0.7015404316479255,-0.8830848308722761,0.7410285880141319,-
266,-0.8333330824568091,-0.017616344445901534,0.5835863712197981,-
267,-0.9902797884874845,-0.07733712487736187,0.34736643579860677,-
268,-1.2362837166607756,0.1777240355980737,-0.08615541922185954,+
269,-1.16510712557726,0.03865472326031498,-0.18180587175466978,+
271,-0.7792758069298856,-0.655855408852817,0.9538720327869702,-
274,-0.6625959034671667,0.8268651842823362,0.14970927728819075,-
275,-1.0430596696435346,-0.153469389254275,0.44564964620794,-
279,-0.7547497768044577,0.27810983396961075,0.16434843851570557,-
280,-0.32299933867992847,-0.003545706410871696,-0.1064812377224187,-
281,-0.8628726900196474,-0.4438277150535615,0.7771845415008033,-
282,0.01819130910393077,0.06498182698368556,-0.2868059483610475,-
283,1.2852870382699475,-0.6164547283414895,-1.484954455842734,-
284,-0.5578393149043464,2.42205157455486,-1.063289505094866,-
285,-0.6640036801649125,-0.705325570593769,0.8715633315718357,-
286,0.28461906272772863,-0.18874744839410643,0.576854297379392,-
289,-1.0549057932376271,0.4177784358442754,-0.32152856816086894,-
290,-1.0292107031243345,-0.764213590489679,0.7891005168577631,-
292,1.256011248513803,-1.5166725878002973,0.3692966400794401,-
295,-0.7928423772568514,-0.12025426046252365,-0.3770472812662314,-
296,-0.8429150237645358,-0.5417459606053353,-0.08196903359464196,-
297,-0.8012700017379231,0.5524452204655352,-0.17241166232841362,-
298,-0.9562514433242627,-0.33049430948515796,-0.03643726132684998,-
299,-1.244515891949428,-0.3330323243229563,0.49316794133284925,-
300,-0.5270567167396778,-1.1453156433535299,1.0556037610203661,-
302,-0.8521508894737333,0.7334942656219171,-0.3583831794028055,-
303,-1.2710667749591034,0.19850306440531787,-0.11962762062034307,-
304,1.2178994981610571,10.398196229688214,12.432963434429624,-
305,-1.5336836096086899,1.4112263450905926,-0.6594446474653466,-
307,-0.8858699645353075,-0.374207896718183,0.12430968244501767,-
309,-0.8700061341594779,0.2203394890276793,-0.4195966882998876,-
312,-1.0272670841568736,0.08384966837453821,-0.3223742793093966,-
314,-0.6199619609093904,-0.08138040175612082,-0.7674636279018904,-
315,-0.4898639700462787,-0.8858751805917937,-0.3155511031836712,-
316,-0.8097275606379929,0.9440989908715957,-0.7641279905119857,-
317,-0.20136086583309798,-0.3987707659841432,0.6217584555425733,+
319,-0.8308045464948618,0.23521825841126154,-0.3827003967481931,+
320,0.0869821172177164,-0.844167300783955,-0.6063427580999525,+
321,-0.7604526509866224,-0.15736714863868909,-0.612256163071354,+
322,-0.6812830471072815,-0.3933280638461835,-0.3186093745277157,+
323,-0.7936571509751801,0.4721226761940887,-0.41480506419297114,+
325,-0.3658911452575445,-0.6159848602226714,-0.42897749141013547,-
326,-1.0205083515751259,2.3828038501161513,-0.5411248732561834,-
329,0.4094416775051663,-1.0640158134694782,-1.0621547051946154,-
331,0.6294118026657404,0.3597053623821185,-1.4554707692200965,-
332,-0.2903894731473432,-0.19870492282873808,-0.08832509137919771,-
333,-0.8995992672000106,0.24081311822444573,-0.18975880409469542,-
334,-1.1464026040797046,-0.6968393184425753,0.12165644386820085,-
335,-0.2752430464915773,-0.7247799812835163,1.0082293391379678,-
336,-0.6436221665178504,-0.7674581767773179,-0.2228187791065092,-
338,-0.8569752625999906,0.5546619581721794,0.3566374432851427,-
339,-0.5823080991986794,-0.2742206561659699,-0.6386669808505813,-
340,-1.2557713323564799,0.7039343488057546,-0.08055232179324527,-
341,-0.620291662617623,-0.330327116862893,-0.291366693669983,-
342,-0.4490755929756201,-0.5969036063468666,-0.15890222434747112,-
343,-0.03589120787556278,-0.38355873276117947,-0.503761603296644,-
346,-1.4196512999317021,-0.20870586019381132,0.15423396238757836,-
348,0.9894665843246203,1.4516150744598728,-2.320794254748113,-
349,-0.7625178721334227,-0.3155780356228277,0.6170154659900234,-
350,-0.9780344809765099,0.7251020955913052,-1.0347610837358348,-
351,-0.10618483733367083,-1.0555266920087993,0.3871316964364616,-
352,-1.0734747551762682,-0.22749030370859233,-0.1305936559979203,-
354,-0.15582540788822327,-0.46719542268130365,0.5706580369245554,-
356,-0.8667990926160666,-0.6245467487990196,0.12473639218065513,-
358,-0.013950261702086065,-1.4638644041477686,0.8910067648400322,-
359,-1.1282899665166,0.26718525453062336,-0.375365613502566,-
360,-0.7843489117101045,1.620274476399823,-0.5214590039156343,-
361,-0.5709423042889303,1.2983036393340766,-1.492674691097553,-
362,-0.02124520169655185,-0.11111137501949614,-0.9976221244922464,-
363,-0.6832490500413653,-0.700680940000815,0.6430895359373219,-
364,-0.6185112078682327,-0.11683929610777317,-0.31642697742567605,-
365,0.4456799040351843,-0.766911957232221,-1.5834843005830352,-
366,-0.22192236008122562,-0.5599258215607253,0.6240468038426876,-
367,-0.4478619614039188,-0.64641892765212,-0.32059247301545435,-
368,-1.0730970654449776,-0.3384359874624015,-0.029805844053671312,-
369,-0.9593971724374717,-0.7642258677689905,0.13614290326464204,-
374,-0.5810077545955287,1.9643108769683197,-0.5310394262627588,-
375,-0.8501099708901505,-0.21906429420777676,-0.1949366005675523,-
377,-0.5569461301424925,-0.9011077334478288,-0.10755192690693562,-
379,-1.1137615655631454,-0.7087805952664928,0.17531963698466924,-
380,-0.14834017048011577,-1.1155773180121478,0.3911515432493562,-
381,-0.8766901611721762,0.2171439405572065,-0.32500029120447443,-
383,-0.9396368014555722,-0.05747669307076711,-0.21337303503278432,-
384,0.3943439262505834,-0.4991845352672346,-1.1326792915454125,-
385,-1.0144253610545753,-0.42794033045582214,0.1725762671088933,-
386,-0.761039487186499,1.2257628550669497,-1.049001697114415,-
388,-2.2321440339392185,7.505226578658339,-2.174724261795307,-
390,-0.6631524331129381,-0.27128798015472927,0.7653757180715397,-
391,-0.13513773762941045,-0.25402520485583097,0.2660384463707424,-
392,-0.3275271361148189,-0.9945101741464513,0.5670307752246618,-
393,-1.027315462860042,-0.5497603444706862,0.3001483439365143,-
394,-0.6780407576132028,0.36589326773838476,-0.9502177183139509,-
395,-1.1189101993494786,0.4078207686934838,-0.22281444768335995,-
399,-0.3295548560227717,0.12569098067584444,-0.27088489301814905,-
401,-0.5753405534963493,0.1318171894497198,-0.6681729674794366,-
402,-0.8809479575936526,-0.5608469154076975,0.22606382082310864,-
403,-0.7247918205246038,-0.10508801853579228,-0.3418308857966392,-
404,-0.7965888561726487,-0.5438754078270199,-0.008509030556186811,-
405,-0.5596293345980037,-0.45961158229920446,-0.31781493523007853,-
406,-0.9165398751421536,-0.5948658986273927,0.17126148202169258,-
407,-0.8151779408719443,-0.15369379550295387,-0.07843081850774616,-
408,-0.6547899708814525,-0.4703492225709342,-0.42113447975662277,-
410,-0.9937426844810167,-0.22524333890851508,-0.4316345543027173,-
412,-1.0533666373726396,-0.3809866175355809,0.33323834096277904,-
415,0.036240472564629915,0.7434963961954336,-1.9390191434355128,-
416,-0.7201053226050308,-0.8286146939323616,0.7060037547565409,-
417,-0.7715893868616772,0.5713869831408499,0.3746750722593345,-
418,-0.2503913884620724,-0.5235133643868412,-1.221401213046966,-
420,-0.5470226558610215,0.050161077944489575,0.07530282795593066,-
421,0.02884617731147231,-0.8419960091642059,0.8705694235874739,-
422,0.09840760816079461,-1.0002275006995078,0.10840592102861131,-
423,-0.8621074051796467,-0.4817102232249905,-0.31271660984066274,-
424,-1.0136127039758345,-0.2203005646412157,0.31328948940549584,-
425,-1.2752079718905756,-0.860743717897288,0.4535657758261159,-
426,-1.1882668820268045,-0.5021184149816206,0.4355473020432215,-
427,-0.9644053577804389,0.2373321575738966,-0.18199388202972197,-
428,-0.42835973182624937,-0.5707668205845957,0.10094812491260276,-
429,-0.5974415425063805,-1.2698501274035172,0.8138003989333841,-
430,-0.34855350621892167,-0.9328758177418826,-0.3807281210131144,-
431,-0.3921643054857725,0.9793910207862356,-1.0094513781456242,-
432,0.1943288372680411,-0.5292804919630154,-1.383219300101264,-
433,0.1707387156811613,0.16621631364334855,0.6742388790193315,-
434,-1.118406447962837,-0.03638412602301721,-0.31490360345295726,-
439,-1.2122570466975686,0.48932678314265177,-0.11125112162454895,-
440,0.14516114917925174,-0.1522830298902755,0.2179173151962994,-
442,-0.2876692206201283,0.44233031425469843,-0.1927606123242627,-
443,-0.08313327856029501,0.018695017312566845,-0.19159594818796036,-
444,-0.21111339918536498,-0.9984904811762029,0.5092596846886512,-
445,-0.9209782040598313,-0.3108520228098516,0.1526446865993993,-
446,-0.8308303744401504,-0.359613920359936,0.32742165878748675,-
448,-0.9803044237952434,-0.535565247421986,0.266156854264477,-
450,-1.1245208673773381,0.7245683354999554,-0.08081031720531628,-
451,-0.9844091534795165,-1.0586368615740265,0.47573852074067374,-
454,0.26752129865203733,0.5150317211158861,-1.9735275877710738,-
455,-0.2945913129813677,-1.3940973522596993,0.9027128332972727,-
456,-0.5827267213475241,0.20683534477132806,0.6823383099577085,-
458,0.5059293948201845,-1.062921898329544,1.5512245841336898,-
459,-0.8268841387648249,-0.4418734534136725,0.3977084454642093,-
461,1.5294817464358983,-1.3776344376413905,-0.6692838236804469,-
462,-1.1413985635556498,0.09453515835184124,-0.03995195100979501,-
464,-1.0814020216501246,-0.22070354169490128,0.11554609606968945,-
465,0.31726895882241096,0.8041976869475034,-0.9263850398211808,-
467,1.8396777244343592,0.7423257668986618,0.5384944297428519,-
468,0.3022087464533141,0.29701027191995294,0.10121253699896701,-
469,-0.544250435176478,-0.04660084838367167,0.161893625613463,-
470,-0.1814768766816778,-0.4566294726766735,0.997556092778881,-
471,-0.42790059467262015,0.572024401695699,0.5577852552351644,-
475,1.1896543355061493,-0.48898519304209226,0.10013843765990624,-
476,0.42752958327101326,0.18636064552016554,-1.3541849285019694,-
478,-0.1986488715745836,0.8151373880911322,-0.06817223646712876,-
479,2.5684374615607797,-0.6244032928302563,1.8925702308410224,-
481,1.2176699207218558,-0.8049064020531559,1.502603027273511,-
483,-0.16719284302934567,-0.3232832001377848,0.4339444355103692,-
484,-0.38113992113591416,-0.10351439840415225,0.8214247705276957,-
485,0.025481509281678093,-0.540922265104437,-0.31952586256465076,-
486,0.01946633574944361,-0.8628293938606973,-0.6113203820721549,-
487,-0.15978718400939787,-1.2470734311785316,0.9958207442721037,-
488,-0.4288016447576436,-0.8989594060729146,0.14666254432179843,-
489,1.3107992780409485,-0.786236878204777,-0.8081720355305922,-
490,-0.3146682054555377,1.0065470498388875,0.3875457616777088,+
491,-0.06508293326254667,-0.5754812085561579,0.5893416082494002,+
492,0.017159168813989177,1.5325750636931332,-0.682776681205351,+
494,-0.29906089974078753,0.3301822164078586,0.3866753137152426,+
495,0.7659062805173222,-0.7007955178376036,1.5297843274015979,+
496,-0.523274583779411,1.1518214839958005,-0.6668951995941318,+
498,-0.29150324142268336,-0.20874638733459772,-0.5777410901172388,+
499,0.12214602338600564,0.7373092209202018,-1.4259685682679442,+
501,1.018132158436409,1.7474996280249566,-0.05494635926947164,+
502,-0.4253850898877806,0.843066647187116,-0.5159675175284968,+
503,-0.687808141100727,0.7733383052246128,-0.33081648668316543,+
505,-0.29527136324484515,-0.356895516088284,-0.5917093176427495,+
508,-0.6007471233683018,-0.7751390814047324,0.34101594613531877,+
509,-0.26372653776144384,2.4247907578033185,-1.6320974642183994,+
511,-0.7200208195135482,-0.2439184942135479,0.03248161592810421,+
512,0.06008839666166304,-0.824841809008324,-0.4799585956443902,+
513,-0.3244116666309898,-0.3734036224675446,0.4277581479842442,+
516,0.32111562274762484,-1.1566724801097663,-0.216533308907829,+
517,-0.08695383805356904,0.4236328119913849,0.08996065074418651,+
518,0.12754147271038363,0.14920733164920325,0.3848348856883943,+
519,0.18748740777292566,1.364483824714125,0.23989676957799655,+
520,1.9776021815881606,-0.05396706447300754,-1.9346378871825232,+
521,3.411245521011368,-0.5527732562306695,-2.010197464260056,+
522,1.500112480534852,-0.8268027589771119,0.4561951643920516,+
523,1.8107468044589956,-0.7553319151907615,0.5396268209822559,-
526,0.31188531311496537,0.34259930372344977,-0.21432170410950668,-
527,0.5777602011573704,1.0178086943377405,-0.7802774805867095,-
529,0.07182623632637007,-0.4223603315427908,-0.5740044850724539,-
530,0.3763926331174118,0.21300611837911226,0.7896074559026455,-
532,-0.28205503296717416,-0.29139700632066995,0.689330424283563,-
535,1.3060534761534879,0.19041941476037166,-1.8498500230332535,-
536,-0.6684052498448538,-0.7360281102606366,0.6619029311054323,-
538,-0.5918747589298575,0.53395281135983,-0.10825100336766819,-
539,0.19345053737421444,0.7881681842024738,-0.5761478338189817,-
540,0.21258046852328302,-0.7455833499669197,0.5625709613569266,-
541,0.9930459702564564,-0.16586974183118286,-1.0361261567218294,-
542,0.002278766760624972,0.016041253725880892,0.6101348986822691,-
543,-1.1409277984451374,2.998239973044917,-0.7650367423486747,-
544,2.0791245624751697,-0.851962908188599,0.08597559053673721,-
545,0.4324854333495778,-0.8468950095866499,1.5181209751796334,-
552,-0.6705305544826142,1.5750697153372117,-1.0636559114460868,+
553,-0.007386970709544376,0.28365024455980503,-1.0292682475544928,+
554,0.34237378395608503,-0.033942401989380734,-0.6470723984422767,+
555,0.32840062096454314,-0.21979794467377545,2.520561092071834,+
556,1.518897975673544,-1.0896023811422928,-1.0850254468447678,+
559,-0.05413003742990757,0.6369682667523557,0.8639163724628458,+
560,0.12118893554778733,0.34130594650709684,1.1086982196208925,+
563,-0.5855001040205292,0.3489481591005038,-0.4844776126798089,+
564,-0.5079378611052296,0.585801972827068,-0.8896107278693846,+
567,0.20863621244858208,-0.6335546872857243,1.030605668624581,+
568,0.4276110910150773,0.580911204870188,1.0180468348457683,+
571,-1.1355553083483254,-0.19451653837312086,0.19991676142559753,+
572,-0.717718913402025,-0.12432619216083889,0.06850051120198822,+
574,-1.1171629052950407,-1.0739673880421343,0.6532986131419685,+
576,-0.4331989739063427,1.5033072895834714,-1.563524965833236,+
577,-1.2367490781610628,-0.5128393092321941,0.2387431248754309,+
578,-0.13836962980083733,1.025153898714526,-0.7583099502584284,+
580,-0.07538328424785012,-0.1513620027300212,0.7822409104769363,+
581,-0.4725816030487394,-0.5466932491222444,-0.16644909707326655,+
582,-0.5393916370025721,1.076860513037908,-0.4224838990311551,+
583,-0.7344825017589879,1.064441446262259,-0.30559402030439864,+
584,0.1519860095376016,-0.7484353982900519,0.6257785121627648,+
585,-0.3522078993086496,1.259829699027842,-0.5107380224877294,+
586,-0.48925279386031173,-0.7804965160096687,0.9520423092105424,+
587,-0.9665094655191241,-0.41109302633370437,0.22649204819341168,+
588,-0.700942859518148,-0.6765937986930458,-0.15504883772658667,+
590,-1.1722118026676849,-0.3565350225122322,0.0803095351290991,+
591,-0.17121119592682318,-0.9884658407945706,0.5770366888513656,+
593,-0.14145698429194492,-0.3881323653476309,0.2896118292334727,+
595,-0.8969880242673915,-0.34732342684932344,0.28668296460381504,+
596,-0.6225876640324877,0.4544088117293217,-0.11489279793002102,+
598,-0.8508317258837695,-0.5989720016966773,-0.27998469170851953,+
599,-0.7220234174930814,0.2138363679998992,0.1899107105322249,+
600,-0.5087068339247776,-0.0059675330170116695,0.4967613610664463,+
603,-0.6561488279526481,-0.4548652358235422,-0.05402842892833875,-
605,-0.391163022076425,0.3452663624321713,-0.8671980484361563,-
606,-0.7668091096258446,0.699663480146548,-1.0647729422697538,+
607,0.4607782992851022,-1.0881992621994883,-0.7886980643469422,-
608,-0.978440155435427,0.5761232983113949,-0.9480673170958328,-
609,-0.4221369856866963,-0.7311692236474028,-0.27358856601053694,-
611,-0.38763038602054994,-1.0840239406185184,0.5757882322720753,-
612,-0.690427955673116,0.8703648584783067,-0.9011678378645378,-
